pref_id,pref_name,city_id,city_name,has_subsidy,subsidy_name,max_amount_raw,max_amount_yen,official_url
kanagawa,神奈川県,yokohama,横浜市,1,横浜市木造住宅耐震改修促進事業（除却補助）,最大75万円（条件により加算あり）,750000,https://www.city.yokohama.lg.jp/kurashi/machizukuri-kankyo/jushu/taishin/daishindan.html
kanagawa,神奈川県,kawasaki,川崎市,1,川崎市老朽住宅等除却工事費補助金,最大100万円,1000000,https://www.city.kawasaki.jp/500/page/0000018511.html
kanagawa,神奈川県,sagamihara,相模原市,1,相模原市空き家等除却費補助金,最大50万円,500000,https://www.city.sagamihara.kanagawa.jp/kurashi/sumai/1014167/1008691.html
kanagawa,神奈川県,yokosuka,横須賀市,1,横須賀市空き家解体費用助成金,最大30万円,300000,https://www.city.yokosuka.kanagawa.jp/4825/akiya/jyo-kyaku.html
kanagawa,神奈川県,fujisawa,藤沢市,1,藤沢市空き家等除却補助金,最大50万円,500000,https://www.city.fujisawa.kanagawa.jp/jutaku/kurashi/sumai/jutaku/akiyataisaku/akiyajokyakujosei.html
saitama,埼玉県,saitama,さいたま市,1,さいたま市空き家等除却補助金,最大60万円,600000,https://www.city.saitama.lg.jp/001/010/018/009/p053860.html
saitama,埼玉県,kawaguchi,川口市,1,川口市空き家除却補助金,最大50万円,500000,https://www.city.kawaguchi.lg.jp/soshiki/01110/050/3/21799.html
saitama,埼玉県,kawagoe,川越市,1,川越市空き家解体補助金,最大30万円,300000,https://www.city.kawagoe.saitama.jp/kurashi/sumai/akiya/akiyakaitai.html
saitama,埼玉県,tokorozawa,所沢市,1,所沢市空き家等利活用・除却補助金,最大50万円,500000,https://www.city.tokorozawa.saitama.jp/kurashi/sumai/akiya/akiyataisaku_hojo.html
saitama,埼玉県,koshigaya,越谷市,1,越谷市老朽空き家等除却補助金,最大50万円,500000,https://www.city.koshigaya.saitama.jp/kurashi_shisei/kurashi/jutakuseisaku/akiyataisaku/akiyajokyaku.html
chiba,千葉県,chiba,千葉市,1,千葉市空き家等除却費助成制度,最大50万円,500000,https://www.city.chiba.jp/toshi/kenchiku/jutakuseisaku/akiyajokyokujosei.html
chiba,千葉県,funabashi,船橋市,1,船橋市老朽空き家等解体費補助金,最大50万円,500000,https://www.city.funabashi.lg.jp/kurashi/sumai/003/p044199.html
chiba,千葉県,matsudo,松戸市,1,松戸市空き家等除却費助成事業,最大50万円,500000,https://www.city.matsudo.chiba.jp/kurashi/sumai/akiyataisaku/akiyajokyoku.html
chiba,千葉県,ichikawa,市川市,1,市川市老朽空き家等除却工事費助成制度,最大50万円,500000,https://www.city.ichikawa.lg.jp/hom04/1111000010.html
chiba,千葉県,kashiwa,柏市,1,柏市空き家等除却促進事業補助金,最大50万円,500000,https://www.city.kashiwa.lg.jp/jutakuseisaku/kurashi/sumai/akiya/jokyaku.html
ibaraki,茨城県,mito,水戸市,1,水戸市老朽空き家解体費補助金,最大50万円,500000,https://www.city.mito.lg.jp/site/akiyataisaku/3966.html
ibaraki,茨城県,tsukuba,つくば市,1,つくば市空き家除却補助金,最大30万円,300000,https://www.city.tsukuba.lg.jp/kurashi/sumai/akiyataisaku/1001150.html
tochigi,栃木県,utsunomiya,宇都宮市,1,宇都宮市空き家除却補助金,最大50万円,500000,https://www.city.utsunomiya.tochigi.jp/kurashi/sumai/akiya/1006527.html
gunma,群馬県,maebashi,前橋市,1,前橋市空き家利活用・除却補助金,最大30万円,300000,https://www.city.maebashi.gunma.jp/soshiki/kensetsu/kenchikushido/gyomu/3/2/18818.html
gunma,群馬県,takasaki,高崎市,1,高崎市空き家解体補助金,最大100万円,1000000,https://www.city.takasaki.gunma.jp/docs/2013121300262/
nagano,長野県,nagano,長野市,1,長野市老朽空き家除却支援事業補助金,最大50万円,500000,https://www.city.nagano.nagano.jp/soshiki/kenchikushido/115501.html
nagano,長野県,matsumoto,松本市,1,松本市空き家除却支援事業補助金,最大50万円,500000,https://www.city.matsumoto.nagano.jp/soshiki/71/4279.html
osaka,大阪府,osaka,大阪市,1,大阪市空家利活用促進事業（除却）,最大75万円（条件により加算あり）,750000,https://www.city.osaka.lg.jp/toshiseibi/page/0000366601.html
osaka,大阪府,sakai,堺市,1,堺市空き家除却補助金,最大60万円,600000,https://www.city.sakai.lg.jp/kurashi/jutaku/jutaku/akiya/akiyajokyakuhojo.html
osaka,大阪府,higashiosaka,東大阪市,1,東大阪市空き家除却補助制度,最大50万円,500000,https://www.city.higashiosaka.lg.jp/0000013532.html
aichi,愛知県,nagoya,名古屋市,1,名古屋市老朽空家等除却費補助金,最大60万円,600000,https://www.city.nagoya.jp/jutakutoshi/page/0000072046.html
fukuoka,福岡県,fukuoka,福岡市,1,福岡市老朽化空き家除却費用補助金,最大50万円,500000,https://www.city.fukuoka.lg.jp/jutaku-toshi/jutakuseisaku/house/001.html
fukuoka,福岡県,kitakyushu,北九州市,1,北九州市老朽空き家除却促進補助金,最大50万円,500000,https://www.city.kitakyushu.lg.jp/ken-za/08600127.html
kyoto,京都府,kyoto,京都市,1,京都市空き家等除却支援事業,最大60万円,600000,https://www.city.kyoto.lg.jp/tokei/page/0000165991.html
hyogo,兵庫県,kobe,神戸市,1,神戸市老朽空家解体補助制度,最大100万円（条件により変動）,1000000,https://www.city.kobe.lg.jp/a30028/kurashi/sumai/jutaku/information/akiya/index.html
hyogo,兵庫県,himeji,姫路市,1,姫路市老朽危険空家等除却支援事業,最大100万円,1000000,https://www.city.himeji.lg.jp/bousai/0000003468.html
hyogo,兵庫県,nishinomiya,西宮市,1,西宮市老朽危険空家等除却支援事業,最大50万円,500000,https://www.city.nishi.or.jp/kurashi/sumai/akiya/jokyaku.html
miyagi,宮城県,sendai,仙台市,1,仙台市空き家除却支援事業,最大50万円,500000,https://www.city.sendai.jp/toshiseibi/kurashi/sumai/akiya/shien.html
niigata,新潟県,niigata,新潟市,1,新潟市危険空き家等除却支援事業,最大50万円,500000,https://www.city.niigata.lg.jp/kurashi/sumai/sumai_kurashi/akiyatokei/akiyajokyaku.html
niigata,新潟県,joetsu,上越市,1,上越市老朽危険空き家等除却支援事業補助金,最大50万円,500000,https://www.city.joetsu.niigata.jp/soshiki/kenchiku/akiyajokyaku.html
niigata,新潟県,nagaoka,長岡市,1,長岡市老朽危険空き家除却支援補助金,最大50万円,500000,https://www.city.nagaoka.niigata.jp/kurashi/cate07/akiya/jokyaku.html
ishikawa,石川県,kanazawa,金沢市,1,金沢市空き家除却支援事業,最大50万円,500000,https://www4.city.kanazawa.lg.jp/soshiki/jyutaku/gyomu/1/1/3255.html
shizuoka,静岡県,shizuoka,静岡市,1,静岡市空き家除却等補助金,最大50万円,500000,https://www.city.shizuoka.lg.jp/s5857/s001476.html
shizuoka,静岡県,hamamatsu,浜松市,1,浜松市空き家除却等補助金,最大50万円,500000,https://www.city.hamamatsu.shizuoka.jp/jutaku/akiyajyokyakunado.html
hiroshima,広島県,hiroshima,広島市,1,広島市危険空き家除却助成,最大50万円,500000,https://www.city.hiroshima.lg.jp/soshiki/143/16436.html
okayama,岡山県,okayama,岡山市,1,岡山市空き家除却支援事業補助金,最大50万円,500000,https://www.city.okayama.jp/kurashi/0000005703.html
ehime,愛媛県,matsuyama,松山市,1,松山市老朽危険空き家除却支援事業,最大50万円,500000,https://www.city.matsuyama.ehime.jp/kurashi/sumai/akiya/akiyajokyaku.html
kumamoto,熊本県,kumamoto,熊本市,1,熊本市老朽危険建築物除却支援事業,最大50万円,500000,https://www.city.kumamoto.jp/hpKiji/pub/detail.aspx?c_id=5&id=16301
kagoshima,鹿児島県,kagoshima,鹿児島市,1,鹿児島市空き家除却支援事業,最大50万円,500000,https://www.city.kagoshima.lg.jp/kensetu/kenchiku/shidou/akiya/shien.html
aomori,青森県,aomori,青森市,1,青森市空き家等除却費補助金,最大50万円,500000,https://www.city.aomori.aomori.jp/jutaku-machizukuri/kurashi-guide/sumai/akiyataisaku/02.html
akita,秋田県,akita,秋田市,1,秋田市空き家解体補助金,最大50万円,500000,https://www.city.akita.lg.jp/kurashi/sumai/1010377/1007781.html
iwate,岩手県,morioka,盛岡市,1,盛岡市空き家等除却支援事業,最大50万円,500000,https://www.city.morioka.iwate.jp/kurashi/sumai/akiyataisaku/1015383.html
yamagata,山形県,yamagata,山形市,1,山形市空き家等除却支援事業,最大50万円,500000,https://www.city.yamagata-yamagata.lg.jp/kurashi/sumai/1006596/1001878.html
fukushima,福島県,fukushima,福島市,1,福島市空き家等除却支援事業,最大50万円,500000,https://www.city.fukushima.fukushima.jp/jutaku-seisaku/kurashi/jutaku/akiyataisaku/akiyajokyakujosei.html
yamanashi,山梨県,kofu,甲府市,1,甲府市空き家等除却支援事業,最大50万円,500000,https://www.city.kofu.yamanashi.jp/jutaku/akiyajokyaku.html
toyama,富山県,toyama,富山市,1,富山市空き家等除却支援事業補助金,最大50万円,500000,https://www.city.toyama.lg.jp/kurashi/sumai/1010373/1004128.html
fukui,福井県,fukui,福井市,1,福井市老朽危険空家等除却支援事業,最大50万円,500000,https://www.city.fukui.lg.jp/kurashi/sumai/house/p021469.html
gifu,岐阜県,gifu,岐阜市,1,岐阜市老朽空家等除却補助金,最大60万円,600000,https://www.city.gifu.lg.jp/kurashi/jutaku/1002573/1002579.html
mie,三重県,tsu,津市,1,津市老朽危険空家等除却補助金,最大50万円,500000,https://www.city.tsu.mie.jp/www/contents/1492045610582/index.html
nara,奈良県,nara,奈良市,1,奈良市老朽危険空家等除却補助制度,最大50万円,500000,https://www.city.nara.lg.jp/soshiki/115/10464.html
wakayama,和歌山県,wakayama,和歌山市,1,和歌山市不良空家除却補助金,最大50万円（費用の2/3以内）,500000,https://www.city.wakayama.wakayama.jp/kurashi/sumai_jyougesuidou/1001110/1010373/1001893.html
tottori,鳥取県,tottori,鳥取市,1,鳥取市老朽危険空家等除却支援事業,最大50万円,500000,https://www.city.tottori.lg.jp/www/contents/1431393630654/index.html
shimane,島根県,matsue,松江市,1,松江市空き家除却支援事業,最大50万円,500000,https://www.city.matsue.lg.jp/kurashi_guide/sumai_machizukuri/akiyataisaku/1498.html
tokushima,徳島県,tokushima,徳島市,1,徳島市老朽危険空き家等除却支援事業,最大50万円,500000,https://www.city.tokushima.tokushima.jp/kurashi/sumai/jutaku/akiyataisaku/akiyajokyaku.html
kagawa,香川県,takamatsu,高松市,1,高松市老朽危険空き家等除却支援事業,最大50万円,500000,https://www.city.takamatsu.kagawa.jp/kurashi/shinotorikumi/machizukuri/akiyataisaku/jokyaku_shien.html
kochi,高知県,kochi,高知市,1,高知市老朽危険空き家等除却支援事業,最大50万円,500000,https://www.city.kochi.kochi.jp/soshiki/83/akiyajokyaku.html
saga,佐賀県,saga,佐賀市,1,佐賀市老朽危険空き家等除却促進事業,最大50万円,500000,https://www.city.saga.lg.jp/main/3421.html
nagasaki,長崎県,nagasaki,長崎市,1,長崎市老朽危険空き家等除却費補助金,最大50万円,500000,https://www.city.nagasaki.lg.jp/sumai/230000/232000/p028169.html
oita,大分県,oita,大分市,1,大分市老朽危険空き家等除却支援事業,最大50万円,500000,https://www.city.oita.oita.jp/o158/kurashi/sumai/akiyajokyaku.html
miyazaki,宮崎県,miyazaki,宮崎市,1,宮崎市老朽危険空き家等除却促進事業,最大50万円,500000,https://www.city.miyazaki.miyazaki.jp/kurashi/residence/vacancy/1169.html
shiga,滋賀県,otsu,大津市,1,大津市空き家等除却事業補助金,最大50万円,500000,https://www.city.otsu.lg.jp/soshiki/035/1314/g/akiya/1418794833215.html
yamaguchi,山口県,yamaguchi,山口市,1,山口市老朽空き家等除却補助金,最大50万円,500000,https://www.city.yamaguchi.lg.jp/soshiki/83/68310.html
okinawa,沖縄県,naha,那覇市,1,那覇市空き家等除却支援事業補助金,最大50万円,500000,https://www.city.naha.okinawa.jp/kurashi/sumai/akiyataisaku/akiyajokyaku.html
hokkaido,北海道,asahikawa,旭川市,1,旭川市特定空家等除却費補助金,最大50万円,500000,https://www.city.asahikawa.hokkaido.jp/kurashi/218/222/227/p005842.html
fukushima,福島県,koriyama,郡山市,1,郡山市空き家等除却支援事業補助金,最大50万円,500000,https://www.city.koriyama.lg.jp/soshiki/116/2165.html
tokyo,東京都,machida,町田市,1,町田市空き家等除却補助金,最大50万円,500000,https://www.city.machida.tokyo.jp/kurashi/sumai/house/akiya/akiyahojokin.html
aichi,愛知県,toyota,豊田市,1,豊田市老朽空き家解体費補助金,最大50万円,500000,https://www.city.toyota.aichi.jp/kurashi/sumai/akiya/1006834.html
aichi,愛知県,okazaki,岡崎市,1,岡崎市老朽空き家等解体費補助金,最大50万円,500000,https://www.city.okazaki.lg.jp/1550/1565/p013532.html
aichi,愛知県,ichinomiya,一宮市,1,一宮市老朽空き家等解体費補助金,最大50万円,500000,https://www.city.ichinomiya.aichi.jp/shisei/kensetsukoe/1010372/1003130.html
mie,三重県,yokkaichi,四日市市,1,四日市市老朽危険空家等除却補助金,最大50万円,500000,https://www.city.yokkaichi.lg.jp/www/contents/1493081125217/index.html
okayama,岡山県,kurashiki,倉敷市,1,倉敷市老朽危険空家等除却補助金,最大50万円,500000,https://www.city.kurashiki.okayama.jp/30154.htm
hiroshima,広島県,fukuyama,福山市,1,福山市老朽空家等除却支援事業補助金,最大50万円,500000,https://www.city.fukuyama.hiroshima.jp/soshiki/kenchikushido/228185.html
hokkaido,北海道,hakodate,函館市,1,函館市空き家等除却費補助金,最大50万円,500000,https://www.city.hakodate.hokkaido.jp/docs/2014032500053/
kanagawa,神奈川県,hiratsuka,平塚市,1,平塚市空き家等除却費補助金,最大30万円,300000,https://www.city.hiratsuka.kanagawa.jp/sumai/page-c_01264.html
gifu,岐阜県,ogaki,大垣市,1,大垣市老朽空家等除却補助金,最大30万円,300000,https://www.city.ogaki.lg.jp/0000021617.html
aichi,愛知県,toyohashi,豊橋市,1,豊橋市空家等除却事業費補助金,最大20万円,200000,https://www.city.toyohashi.lg.jp/37156.htm
aichi,愛知県,kasugai,春日井市,1,春日井市空家等除却事業費補助金,最大20万円,200000,https://www.city.kasugai.lg.jp/kurashi/jutaku/akiya/1008688.html
osaka,大阪府,suita,吹田市,1,吹田市空家等除却補助金,最大50万円,500000,https://www.city.suita.osaka.jp/kurashi/1018395/1018408/1004126.html
osaka,大阪府,hirakata,枚方市,1,枚方市空家等除却補助金,最大50万円,500000,https://www.city.hirakata.osaka.jp/0000013915.html
hyogo,兵庫県,amagasaki,尼崎市,1,尼崎市空家等除却促進事業補助金,最大50万円,500000,https://www.city.amagasaki.hyogo.jp/kurashi/sumai/akiya/1016483.html
osaka,大阪府,ikeda,池田市,1,池田市既存民間建築物除却補助金,工事費の一部（20万円以上の工事が対象。詳細は窓口にお問い合わせください）,200000,https://www.city.ikeda.osaka.jp/soshiki/machidukurikankyo/toshiseisaku/akiya/12890.html
shiga,滋賀県,kusatsu,草津市,1,草津市空き家解体補助金,最大40万円（補助対象費用の1/3以内）,400000,https://www.city.kusatsu.shiga.jp/kurashi/sumai/sumai/zeikinhojyo/index.html
shizuoka,静岡県,fujinomiya,富士宮市,1,富士宮市空家等除却費補助金,最大50万円（除却費用の8/10以内）,500000,https://www.city.fujinomiya.lg.jp/1040610000/p000592.html
fukuoka,福岡県,nakagawa,那珂川市,1,那珂川市木造住宅耐震改修工事費補助金（除却工事）,最大30万円（除却費用の23%以内）,300000,https://www.city.nakagawa.lg.jp/soshiki/16/taisinkaisyukoujihihojo20130107.html
akita,秋田県,kazuno,鹿角市,1,鹿角市危険老朽空き家解体補助金,最大50万円（市県民税非課税世帯は70万円）（解体費用の1/2以内）,500000,https://www.city.kazuno.akita.jp/kurashi_tetuzuki/jutaku_kenshiku/1/2910.html
aichi,愛知県,takahama,高浜市,0,,,,https://www.city.takahama.lg.jp/
aichi,愛知県,nishio,西尾市,0,,,,https://www.city.nishio.aichi.jp/kurashi/bosai/1001366/1005258.html
kumamoto,熊本県,minamata,水俣市,1,水俣市空き家除却補助金（詳細確認中）,詳細は窓口にお問い合わせください,,https://www.city.minamata.lg.jp/
osaka,大阪府,kishiwada,岸和田市,1,不良空家除却事業補助金,最大60万円（費用の8割以内）,600000,https://www.city.kishiwada.lg.jp/page/122-furyoakiya-hojo.html
osaka,大阪府,toyonaka,豊中市,1,木造住宅等の除却費補助,最大110万円（重点エリア、費用の2/3以内）,1100000,https://www.city.toyonaka.osaka.jp/machi/shigaichiseibi/shigaichiseibi_topi/jokyakuhihojo-topics.html
osaka,大阪府,izumiotsu,泉大津市,1,空家除却補助制度,最大30万円（費用の1/2以内）,300000,https://www.city.izumiotsu.lg.jp/kakuka/toshiseibi/toshiseisakuka/gyomu/akiya/akiyajyosei.html
osaka,大阪府,takatsuki,高槻市,1,木造住宅除去工事費補助制度,最大40万円（定額20万円＋加算最大20万円）,400000,https://www.city.takatsuki.osaka.jp/soshiki/64/
osaka,大阪府,kaizuka,貝塚市,1,木造空き家除却補助制度,詳細は窓口にお問い合わせください,,https://www.city.kaizuka.lg.jp/
osaka,大阪府,moriguchi,守口市,1,住宅密集地区整備事業 老朽木造住宅除却補助,詳細は窓口にお問い合わせください,,https://www.city.moriguchi.osaka.jp/topics/1625470638147.html
osaka,大阪府,ibaraki,茨木市,1,木造住宅除却補助制度,最大60万円（低所得世帯）／最大40万円（一般）,600000,https://www.city.ibaraki.osaka.jp/material/files/group/61/joukyakuhojo.pdf
osaka,大阪府,yao,八尾市,1,木造住宅除却補助制度,最大40万円（工事費と上限額の低い方）,400000,https://www.city.yao.osaka.jp/0000010614.html
osaka,大阪府,izumisano,泉佐野市,1,不良木造住宅除却工事補助制度 / 空家等除却工事補助制度,詳細は窓口にお問い合わせください,,https://www.city.izumisano.lg.jp/
osaka,大阪府,tondabayashi,富田林市,1,老朽危険空家の除却補助制度,詳細は窓口にお問い合わせください,,https://www.city.tondabayashi.osaka.jp/
osaka,大阪府,neyagawa,寝屋川市,1,老朽建築物等除却補助金,詳細は窓口にお問い合わせください,,https://www.city.neyagawa.osaka.jp/
osaka,大阪府,kawachinagano,河内長野市,1,木造住宅除却補助制度,最大20万円（費用の1/2以内）,200000,https://www.city.kawachinagano.lg.jp/
osaka,大阪府,matsubara,松原市,1,木造住宅耐震化促進補助金（除却）,最大40万円（戸建て）、最大20万円/戸（長屋・共同住宅）,400000,https://www.city.matsubara.lg.jp/
osaka,大阪府,daito,大東市,1,木造住宅除却補助制度,詳細は窓口にお問い合わせください,,https://www.city.daito.lg.jp/
osaka,大阪府,izumi,和泉市,1,除却工事費補助事業,詳細は窓口にお問い合わせください,,https://www.city.osaka-izumi.lg.jp/
osaka,大阪府,minoh,箕面市,0,,,,https://www.city.minoh.lg.jp/toshiseibi/index.html
osaka,大阪府,kashiwara,柏原市,1,木造住宅耐震除却補助,詳細は窓口にお問い合わせください,,https://www.city.kashiwara.osaka.jp/
osaka,大阪府,habikino,羽曳野市,1,木造住宅除却補助,最大20万円（戸建て、費用の1/2）、最大100万円（長屋・共同住宅）,200000,https://www.city.habikino.lg.jp/
osaka,大阪府,kadoma,門真市,1,空き家等除却補助 / 木造住宅除却補助 / 危険家屋等除却補助,詳細は窓口にお問い合わせください,,https://www.city.kadoma.osaka.jp/
osaka,大阪府,settsu,摂津市,1,木造住宅耐震改修補助制度（除却）,詳細は窓口にお問い合わせください,,https://www.city.settsu.osaka.jp/
osaka,大阪府,takaishi,高石市,1,空き家除却補助制度,詳細は窓口にお問い合わせください,,https://www.city.takaishi.lg.jp/kakuka/doboku/toshikeikaku_ka/jutaku/akiya/jyusei02.html
osaka,大阪府,fujiidera,藤井寺市,1,木造住宅の除却工事補助制度,詳細は窓口にお問い合わせください,,https://www.city.fujiidera.lg.jp/
osaka,大阪府,sennan,泉南市,1,老朽危険空家除却工事補助制度,詳細は窓口にお問い合わせください,,https://www.city.sennan.osaka.jp/
osaka,大阪府,shijonawate,四條畷市,1,木造住宅除却工事補助制度,詳細は窓口にお問い合わせください,,https://www.city.shijonawate.lg.jp/
osaka,大阪府,katano,交野市,1,木造住宅除却補助制度,最大40万円（費用の23%）,400000,https://www.city.katano.osaka.jp/
osaka,大阪府,osakasayama,大阪狭山市,1,空家除却補助制度,詳細は窓口にお問い合わせください,,https://www.city.osakasayama.osaka.jp/
osaka,大阪府,hannan,阪南市,1,阪南市危険空き家除却補助制度,詳細は窓口にお問い合わせください,,https://www.city.hannan.lg.jp/
osaka,大阪府,shimamoto,島本町,1,木造住宅耐震診断・除却補助制度,詳細は窓口にお問い合わせください,,https://www.town.shimamoto.osaka.jp/
osaka,大阪府,toyono,豊能町,1,空き家解体補助金,詳細は窓口にお問い合わせください,,https://www.town.toyono.osaka.jp/
osaka,大阪府,nose,能勢町,0,,,,https://www.town.nose.osaka.jp/
osaka,大阪府,tadaoka,忠岡町,1,木造住宅除却工事補助金,詳細は窓口にお問い合わせください,,https://www.town.tadaoka.osaka.jp/
osaka,大阪府,kumatori,熊取町,1,木造住宅除却工事補助制度,詳細は窓口にお問い合わせください,,https://www.town.kumatori.lg.jp/
osaka,大阪府,tajiri,田尻町,1,木造不良空家等除却事業補助金,詳細は窓口にお問い合わせください,,https://www.town.tajiri.osaka.jp/
osaka,大阪府,misaki,岬町,1,不良空家等除却工事補助金,詳細は窓口にお問い合わせください,,https://www.town.misaki.osaka.jp/
osaka,大阪府,taishi,太子町,1,木造住宅除却補助制度,詳細は窓口にお問い合わせください,,https://www.town.taishi.osaka.jp/
osaka,大阪府,kanan,河南町,1,木造住宅除却補助制度,詳細は窓口にお問い合わせください,,https://www.town.kanan.osaka.jp/
osaka,大阪府,chihayaakasaka,千早赤阪村,1,木造住宅の除却工事費用補助,詳細は窓口にお問い合わせください,,https://www.vill.chihayaakasaka.osaka.jp/
hiroshima,広島県,kure,呉市,1,危険建物除却促進事業補助金,最大50万円（費用の30%以内、一般は上限30万円・無接道敷地等は上限50万円）,500000,https://www.city.kure.lg.jp/soshiki/46/index1.html
hiroshima,広島県,takehara,竹原市,1,竹原市特定空家等及び不良空き家除却支援事業補助金,最大100万円（特定空家等・市民税非課税世帯は費用の4/5以内、それ以外は最大50万円・費用の1/2以内）,1000000,https://www.city.takehara.lg.jp/soshikikarasagasu/toshiseibika/gyomuannai/2/1/1784.html
hiroshima,広島県,mihara,三原市,1,三原市老朽危険空き家除却事業補助金,最大50万円（費用の4/5以内）,500000,https://www.city.mihara.hiroshima.jp/soshiki/54/jokyakuhojo.html
hiroshima,広島県,onomichi,尾道市,1,尾道市特定空家等及び不良空き家除却支援事業補助金,最大60万円（費用の2/3以内）,600000,https://www.city.onomichi.hiroshima.jp/soshiki/33/24758.html
hiroshima,広島県,fuchu,府中市,1,府中市老朽危険空き家解体促進事業補助金,最大30万円（費用の1/3以内）,300000,https://www.city.fuchu.hiroshima.jp/soshiki/kensetubu/toshidezainka/akiya/1282.html
hiroshima,広島県,miyoshi,三次市,1,三次市老朽危険建物除却促進事業補助金,最大50万円（費用の1/3以内）,500000,https://www.city.miyoshi.hiroshima.jp/soshiki/27/1277.html
hiroshima,広島県,shobara,庄原市,1,庄原市老朽危険建築物除却促進事業補助金,詳細は窓口にお問い合わせください（費用の1/3程度）,,https://www.city.shobara.hiroshima.jp/main/life/residence/post_382.html
hiroshima,広島県,otake,大竹市,1,大竹市特定空家等除却補助金,詳細は窓口にお問い合わせください,,https://www.city.otake.hiroshima.jp/
hiroshima,広島県,higashihiroshima,東広島市,1,東広島市空家対策事業費補助金,詳細は窓口にお問い合わせください,,https://www.city.higashihiroshima.lg.jp/soshiki/kensetsu/4_1/akiyahojyokin/23598.html
hiroshima,広島県,hatsukaichi,廿日市市,1,老朽危険空き家除却支援事業補助金,詳細は窓口にお問い合わせください（費用の1/3程度）,,https://www.city.hatsukaichi.hiroshima.jp/soshiki/53/
hiroshima,広島県,akitakata,安芸高田市,1,安芸高田市空き家解体事業補助金,詳細は窓口にお問い合わせください,,https://www.akitakata.jp/ja/shisei/section/kanri/kaitaihojokin/
hiroshima,広島県,etajima,江田島市,1,江田島市空き家解体補助金,詳細は窓口にお問い合わせください,,https://www.city.etajima.hiroshima.jp/
hiroshima,広島県,fuchu-cho,府中町,0,,,,https://www.town.fuchu.hiroshima.jp/
hiroshima,広島県,kaita,海田町,0,,,,https://www.town.kaita.lg.jp/
hiroshima,広島県,kumano,熊野町,0,,,,https://www.town.kumano.hiroshima.jp/
hiroshima,広島県,saka,坂町,0,,,,https://www.town.saka.hiroshima.jp/
hiroshima,広島県,akiota,安芸太田町,1,安芸太田町空き家解体事業補助金,詳細は窓口にお問い合わせください,,https://www.akiota.jp/
hiroshima,広島県,kitahiroshima,北広島町,1,北広島町特定空家等除却補助事業・危険建物除却補助金,最大30万円（危険建物認定の場合）／特定空家は費用の8/10以内,300000,https://www.kitahiroshima.lg.jp/
